StudentID,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,Salary Package,IsAnomaly,PlacementStatus,Target_Gender,Target_City,Target_CollegeTier,Target_Stream,Target_Specialisation,Target_Hostel,Target_HistoryOfBacklogs,Target_CGPA_Tier
4794,8.51,8.3,8.81,8.18,8.27,8.46,8.63,8.1,8.58,83.7,2,4,3.0,2,1,82.6,3.154210956663942,79.8,78.3,1,18.68,0,1,0.6553077968490462,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
4795,6.9,6.77,7.42,7.17,7.02,6.58,6.97,6.68,6.84,83.5,2,3,2.0,3,1,91.6,3.4,68.9,63.6,1,8.1,0,1,0.6583148043673049,0.6597051597051597,0.9081480429068692,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
4796,7.51,7.73,7.22,7.79,8.15,7.62,7.9,8.26,7.67,94.4,1,4,3.0,2,2,73.7,3.8,72.1,80.7,1,8.28,0,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.7792716749065477
4797,8.41,8.32,8.47,7.92,8.86,8.5,8.42,8.7,8.35,97.4,2,4,3.0,3,1,77.2,3.2,79.8,61.2,1,22.67,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.651540003644979,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
4798,8.46,8.13,7.68,8.02,7.82,7.98,7.84,8.47,8.07,76.7,0,2,1.0,2,1,67.8,3.154210956663942,52.0,65.2,0,18.47,0,1,0.6553077968490462,0.6605866403746611,0.9081480429068692,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936576
4799,9.13,9.57,9.5,9.68,9.52,9.65,9.35,9.65,9.57,95.8,1,3,3.0,3,2,70.8,4.2,65.3,71.4,1,25.55,0,1,0.6583148043673049,0.6597051597051597,0.9081480429068692,0.651540003644979,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936576
4800,5.95,6.06,5.97,6.2,5.81,6.23,6.34,6.04,9.79,87.1,3,5,1.0,2,0,99.0,3.2,99.0,57.7,1,0.0,1,0,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6716653512233622,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
4801,8.98,8.91,9.8,9.29,9.5,9.41,9.59,9.41,9.35,74.3,2,3,2.0,4,1,88.8,4.3,74.4,63.8,1,25.54,0,1,0.6583148043673049,0.6591515870661525,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
4802,9.99,9.52,9.52,9.53,10.0,9.7,10.0,9.6,4.07,50.17387918,3,2,1.8044691509931448,3,2,36.7,4.6,9.6,81.6,1,18.74,1,1,0.6553077968490462,0.661128903122498,0.9081480429068692,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.9910676817936576
4803,5.49,5.71,5.41,5.18,5.08,4.58,5.26,5.6,5.33,61.8,0,1,1.8044691509931448,0,0,51.5,2.1,28.9,28.0,0,0.0,0,0,0.6553077968490462,0.6605866403746611,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.2031315364847905
4804,6.44,6.87,6.6,6.73,6.74,6.81,7.01,7.26,6.8,100.0,1,3,3.0,2,1,65.3,3.5,87.3,58.7,1,8.01,0,1,0.6553077968490462,0.6506528701650652,0.9081480429068692,0.6716653512233622,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.7792716749065477
4805,6.97,6.79,6.63,6.84,6.08,6.31,6.25,6.31,6.56,54.9,0,0,1.0,0,0,68.85926127341149,2.1,21.6,33.0,1,0.0,0,0,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6563886424134872,0.6563831350080799,0.6553895987043369,0.3022949379598111,0.7792716749065477
4806,5.49,5.02,5.14,5.45,5.82,5.45,5.25,5.29,5.27,86.8,0,2,1.0,1,1,78.2,3.3,43.9,45.5,0,0.0,0,0,0.6553077968490462,0.6467799288818649,0.6976624490671242,0.6486231313926043,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
4807,9.64,10.0,10.0,10.0,9.45,9.97,10.0,9.85,9.97,99.2,1,3,3.0,3,2,72.4,4.9,71.4,70.5,1,25.26,0,1,0.6583148043673049,0.6591515870661525,0.9081480429068692,0.6563886424134872,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936576
4808,6.48,6.26,5.93,6.09,5.76,6.16,6.0,6.05,5.98,65.3,0,0,0.0,0,0,48.2,2.1,30.9,26.9,1,0.0,0,0,0.6583148043673049,0.6616339540345579,0.3018718274111675,0.6532128154644711,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.2031315364847905
4809,7.46,7.8,7.71,7.87,8.07,8.17,7.66,7.78,7.69,90.5,1,3,2.0,4,2,82.3,4.7,57.41127296699558,69.9,0,8.97,0,1,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
4810,4.5,4.1,4.5,4.0,4.68,4.21,4.0,4.0,4.25,61.5,1,0,1.0,0,0,50.1,1.5,25.7,26.3,1,0.0,0,0,0.6583148043673049,0.6467799288818649,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
4811,7.36,7.91,7.85,7.75,8.1,7.83,8.22,8.27,7.95,86.2,2,4,1.8044691509931448,3,2,92.3,4.2,72.4,77.5,1,8.02,0,1,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
4812,6.44,5.96,6.28,6.22,5.89,6.22,5.57,5.88,6.09,67.0,1,1,0.0,0,0,56.7,1.6,34.3,31.6,1,0.0,0,0,0.6553077968490462,0.6616339540345579,0.6976624490671242,0.651540003644979,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
4813,8.21,8.64,8.59,9.13,8.77,8.99,9.26,9.45,8.85,94.9,2,3,2.0,3,1,73.6,4.3,66.3,72.1,1,22.35,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936576
4814,7.88,7.32,7.9,7.94,7.88,7.79,7.83,7.66,7.71,86.3,0,2,2.0,3,0,71.7,3.4,62.3,60.2,1,0.0,0,0,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.7792716749065477
4815,7.61,6.86,7.94,7.37,7.34,6.98,7.69,7.11,7.28,75.0,1,2,2.0,2,0,68.85926127341149,1.9,46.2,57.0,0,10.87,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.651540003644979,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
4816,5.38,5.51,6.05,5.25,5.36,5.21,6.03,5.14,5.56,57.7,0,0,1.0,0,0,51.1,2.0,32.4,27.3,0,0.0,0,0,0.6583148043673049,0.6553480475382003,0.3018718274111675,0.6487879142756763,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.2031315364847905
4817,5.14,4.61,4.79,5.11,5.04,4.92,4.06,5.09,4.83,66.6,0,2,1.0,1,0,49.3,2.1,32.8,27.3,0,0.0,0,0,0.6553077968490462,0.6591515870661525,0.3018718274111675,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.3022949379598111,0.2031315364847905
4818,4.52,4.9,4.94,4.64,4.63,4.55,4.28,4.51,4.63,70.0,1,0,0.0,1,0,44.4,2.2,23.6,30.6,0,0.0,0,0,0.6553077968490462,0.6467799288818649,0.3018718274111675,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.3022949379598111,0.2031315364847905
4819,4.76,5.78,5.06,5.51,5.19,5.4,4.72,4.82,5.23,54.7,0,1,0.0,0,1,42.7,2.2,29.8,26.7,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6486231313926043,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.2031315364847905
4820,8.1,7.42,8.56,8.44,8.26,8.3,8.39,8.88,8.43,63.2,1,3,2.0,2,1,79.7,4.1,67.3,75.4,1,22.38,0,1,0.6553077968490462,0.661128903122498,0.9081480429068692,0.6486231313926043,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.9910676817936576
4821,8.68,9.48,9.85,8.53,9.53,9.05,9.06,9.95,9.3,97.4,2,3,3.0,2,1,82.1,4.0,79.7,79.3,1,25.84,0,1,0.6553077968490462,0.6553480475382003,0.9081480429068692,0.6716653512233622,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
4822,9.45,9.62,9.28,9.35,9.63,9.16,9.32,9.24,9.56,84.9,2,4,4.0,5,1,100.0,4.3,87.0,79.9,1,25.44,0,1,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
4823,8.05,7.88,7.91,7.67,7.68,8.03,8.06,7.37,8.05,80.1,0,2,2.0,2,1,58.6,2.5,65.8,55.40852962724507,0,18.54,0,1,0.6553077968490462,0.661128903122498,0.9081480429068692,0.651540003644979,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
4824,6.74,7.47,6.6,6.91,6.73,6.93,6.94,7.57,6.9,65.1,1,2,1.8044691509931448,3,1,68.4,2.7,66.5,43.7,0,8.37,0,1,0.6553077968490462,0.6591515870661525,0.6976624490671242,0.6486231313926043,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
4825,7.66,8.61,7.84,8.08,8.19,7.89,7.89,8.68,8.05,81.9,1,0,2.0,2,1,64.8,3.6,56.7,52.1,0,18.12,0,1,0.6583148043673049,0.6553480475382003,0.9081480429068692,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.3022949379598111,0.9910676817936576
4826,7.44,7.98,7.45,7.44,7.35,8.31,7.91,7.29,7.67,96.0,2,3,2.0,3,1,82.1,3.3,83.3,81.5,1,8.43,0,1,0.6583148043673049,0.6591515870661525,0.9081480429068692,0.6563886424134872,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.7792716749065477
4827,9.05,8.86,9.07,9.27,9.12,8.72,8.85,8.87,8.9,61.5,1,2,1.8044691509931448,1,0,65.7,3.2,51.9,52.1,1,22.67,0,1,0.6553077968490462,0.6467799288818649,0.6976624490671242,0.651540003644979,0.6584004959702418,0.6553895987043369,0.3022949379598111,0.9910676817936576
4828,8.03,8.26,8.75,8.5,8.22,8.44,7.77,8.34,8.3,78.0,3,4,4.0,2,2,99.1,5.0,57.41127296699558,71.9,1,18.15,0,1,0.6583148043673049,0.6553480475382003,0.9081480429068692,0.6486231313926043,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936576
4829,8.39,8.59,8.71,8.43,8.12,8.72,8.18,8.53,8.42,100.0,2,3,2.0,3,1,87.9,5.0,70.7,88.0,0,18.95,0,1,0.6583148043673049,0.6609427609427609,0.9081480429068692,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936576
4830,9.02,8.56,9.04,8.88,8.84,8.53,9.05,8.82,8.76,73.3,1,2,1.0,2,1,62.8,3.0,53.1,58.8,0,18.04,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
4831,6.41,6.03,6.37,5.92,5.78,5.88,6.26,6.08,6.01,75.2,2,2,1.0,2,0,70.2,2.5,57.41127296699558,45.5,0,3.77,0,1,0.6583148043673049,0.661128903122498,0.9081480429068692,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
4832,9.97,9.39,9.78,10.0,9.31,10.0,9.92,9.78,9.68,71.7,1,2,2.0,1,0,60.0,3.5,60.5,51.4,1,25.48,0,1,0.6553077968490462,0.6609427609427609,0.3018718274111675,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
4833,7.24,7.61,7.67,8.03,7.5,7.85,7.84,8.25,7.69,72.3,1,2,1.8044691509931448,2,1,74.5,2.8,57.6,34.8,1,8.73,0,1,0.6583148043673049,0.6467799288818649,0.3018718274111675,0.6563886424134872,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
4834,9.61,9.82,10.0,10.0,9.71,10.0,10.0,10.0,10.0,77.9,2,3,3.0,3,2,94.0,3.154210956663942,82.7,70.0,1,18.58,0,1,0.6553077968490462,0.6467799288818649,0.9081480429068692,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936576
4835,5.32,5.35,5.21,5.56,5.41,5.15,6.09,5.12,5.19,81.8,1,2,1.0,1,1,59.8,2.8,57.7,58.6,0,0.0,0,0,0.6553077968490462,0.6605866403746611,0.6976624490671242,0.6563886424134872,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.2031315364847905
4836,7.87,8.02,7.82,8.35,7.3,8.12,8.8,8.61,8.31,95.0,2,3,3.0,3,3,69.7,3.9,63.3,70.3,1,22.5,0,1,0.6583148043673049,0.6553480475382003,0.9081480429068692,0.651540003644979,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
4837,6.74,8.23,7.85,7.25,7.82,7.16,7.77,7.65,7.47,73.8,1,1,2.0,1,0,71.2,2.5,53.4,59.6,1,0.0,0,0,0.6553077968490462,0.6553480475382003,0.3018718274111675,0.6532128154644711,0.6584004959702418,0.6592842673869007,0.3022949379598111,0.7792716749065477
4838,7.03,7.36,6.92,7.35,7.19,7.44,7.49,7.48,7.37,84.3,1,2,1.0,2,0,62.9,2.7,51.6,49.4,1,12.43,0,1,0.6553077968490462,0.6591515870661525,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
4839,7.73,7.62,8.26,8.2,7.75,8.42,8.0,8.69,8.09,77.8,1,4,3.0,4,1,72.5,3.7,82.4,75.7,1,22.72,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068692,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.9910676817936576
4840,7.25,6.88,6.62,7.24,7.17,6.89,7.69,7.67,7.11,100.0,1,3,2.0,3,2,86.4,4.0,87.0,77.5,1,8.41,0,1,0.6553077968490462,0.6597051597051597,0.9081480429068692,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
4841,6.23,5.9,5.43,4.94,5.46,5.02,6.12,5.17,5.47,60.9,0,1,0.0,1,0,46.8,1.8,30.2,28.9,0,0.0,0,0,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.3022949379598111,0.2031315364847905
4842,6.87,6.39,6.27,7.27,6.52,6.25,6.49,6.48,6.5,53.9,0,1,0.0,0,0,48.0,2.0,30.9,22.0,0,0.0,0,0,0.6583148043673049,0.6616339540345579,0.3018718274111675,0.6532128154644711,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.2031315364847905
4843,6.58,7.07,7.16,7.25,6.96,6.64,6.79,7.15,6.9,83.2,1,2,1.0,1,1,74.7,3.6,57.8,55.4,0,8.67,0,1,0.6553077968490462,0.6467799288818649,0.9081480429068692,0.651540003644979,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
4844,7.01,7.54,6.83,7.46,7.0,7.71,7.95,7.27,7.32,91.2,2,3,4.0,2,1,73.1,3.3,81.0,64.6,1,8.73,0,1,0.6553077968490462,0.6506528701650652,0.9081480429068692,0.6716653512233622,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
4845,6.48,6.97,6.36,6.66,6.8,6.41,7.34,7.16,6.87,84.8,2,5,3.0,3,1,79.8,3.6,57.41127296699558,86.0,1,8.5,0,1,0.6583148043673049,0.6609427609427609,0.9081480429068692,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.7792716749065477
4846,6.66,6.5,7.12,6.72,6.44,6.65,6.58,6.61,6.79,78.6,1,1,1.0,2,0,67.7,3.154210956663942,56.5,46.4,1,0.0,0,0,0.6553077968490462,0.6616339540345579,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.3022949379598111,0.7792716749065477
4847,4.03,4.06,4.06,4.0,4.01,4.0,4.0,4.0,4.0,61.1,0,0,1.0,0,0,51.2,2.3,57.41127296699558,31.8,1,0.0,0,0,0.6583148043673049,0.6467799288818649,0.3018718274111675,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.3022949379598111,0.2031315364847905
4848,7.25,7.61,7.21,8.1,8.07,7.35,7.93,7.93,7.76,96.5,1,3,4.0,3,1,73.2,4.9,78.5,63.9,0,9.67,0,1,0.6583148043673049,0.6609427609427609,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
4849,7.74,7.48,8.08,7.65,7.75,8.11,8.34,8.23,7.85,69.4,0,2,2.0,2,1,54.6,2.7,52.1,47.8,1,8.71,0,1,0.6583148043673049,0.6591515870661525,0.6976624490671242,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
4850,9.99,9.8,10.0,10.0,10.0,9.84,10.0,10.0,9.95,83.3,1,3,2.0,3,1,89.8,4.7,78.2,67.4,1,25.29,0,1,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6486231313926043,0.6516526517359088,0.6553895987043369,0.3022949379598111,0.9910676817936576
4851,4.44,4.49,4.08,4.65,4.1,4.2,4.0,4.75,4.28,62.8,1,1,0.0,0,0,50.5,3.154210956663942,26.2,34.9,0,0.0,0,0,0.6583148043673049,0.6609427609427609,0.6976624490671242,0.651540003644979,0.6516526517359088,0.6553895987043369,0.3022949379598111,0.2031315364847905
4852,7.69,8.44,7.95,7.77,7.63,7.91,7.38,7.35,7.68,63.0,0,1,0.0,2,1,68.85926127341149,3.6,70.5,55.40852962724507,0,8.79,0,1,0.6583148043673049,0.6609427609427609,0.6976624490671242,0.6563886424134872,0.6584004959702418,0.6553895987043369,0.3022949379598111,0.7792716749065477
4853,6.11,6.49,6.26,6.29,6.73,6.12,6.12,6.51,6.21,75.4,1,1,1.0,1,1,55.6,2.4,61.3,46.9,1,0.0,0,0,0.6583148043673049,0.6467799288818649,0.6976624490671242,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.2031315364847905
4854,9.14,9.27,9.48,9.2,9.46,9.36,9.39,9.8,9.26,90.5,2,3,2.0,2,2,95.4,4.8,94.6,70.6,1,25.32,0,1,0.6583148043673049,0.6609427609427609,0.9081480429068692,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
4855,6.52,5.79,6.14,6.13,7.05,6.57,6.16,6.5,6.24,81.5,0,2,1.8044691509931448,2,0,71.0,1.9,60.5,59.6,0,0.0,0,0,0.6553077968490462,0.6467799288818649,0.3018718274111675,0.6486231313926043,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.2031315364847905
4856,9.83,10.0,10.0,9.77,10.0,10.0,10.0,10.0,9.93,79.8,3,3,3.0,3,1,70.5,3.154210956663942,81.0,57.0,1,18.42,0,1,0.6553077968490462,0.6597051597051597,0.6976624490671242,0.651540003644979,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
4857,7.42,7.47,7.44,7.37,7.3,7.4,7.71,7.49,7.53,88.9,2,4,3.0,3,1,76.0,5.0,80.4,72.6,1,8.78,0,1,0.6553077968490462,0.6597051597051597,0.9081480429068692,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
4858,5.86,5.93,5.85,5.56,6.07,5.32,5.52,5.72,5.62,62.9,0,0,0.0,0,0,47.1,3.154210956663942,57.41127296699558,34.4,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.2031315364847905
4859,5.1,5.48,5.61,4.89,5.2,5.51,5.64,4.98,5.31,55.8,0,0,0.0,1,0,52.0,3.1,21.7,34.0,0,0.0,0,0,0.6553077968490462,0.661128903122498,0.3018718274111675,0.651540003644979,0.6584004959702418,0.6592842673869007,0.3022949379598111,0.2031315364847905
4860,6.04,5.84,5.3,5.69,5.49,5.85,4.93,5.73,5.64,70.1,1,1,0.0,1,0,49.6,2.5,24.0,26.6,0,0.0,0,0,0.6583148043673049,0.661128903122498,0.3018718274111675,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.2031315364847905
4861,6.38,6.17,6.36,6.21,5.81,5.92,6.32,6.68,6.27,69.4,0,2,1.0,1,0,66.8,2.7,58.9,50.4,0,0.0,0,0,0.6553077968490462,0.6605866403746611,0.9081480429068692,0.6532128154644711,0.6516526517359088,0.6592842673869007,0.3022949379598111,0.2031315364847905
4862,4.91,5.69,4.72,4.7,4.73,4.55,5.03,5.15,4.95,61.3,0,1,1.0,1,0,47.3,1.9,27.2,26.4,1,0.0,0,0,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6563886424134872,0.6563831350080799,0.6553895987043369,0.3022949379598111,0.2031315364847905
4863,6.45,6.13,5.78,5.88,6.01,6.58,5.91,5.96,6.04,100.0,2,2,3.0,3,2,90.0,4.0,77.8,75.4,0,3.57,0,1,0.6553077968490462,0.6616339540345579,0.6976624490671242,0.6716653512233622,0.6563831350080799,0.6553895987043369,0.3022949379598111,0.2031315364847905
4864,8.86,9.53,9.11,8.91,8.81,9.26,9.23,9.04,8.96,90.6,1,4,3.0,3,1,82.3,4.1,70.8,80.0,0,18.86,0,1,0.6553077968490462,0.6616339540345579,0.9081480429068692,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
4865,10.0,10.0,10.0,10.0,9.59,10.0,10.0,10.0,9.97,86.0,2,4,3.0,3,1,67.2,3.6,92.0,66.7,0,18.5,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068692,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936576
4866,6.82,6.39,6.99,6.93,7.06,6.9,6.95,6.78,6.68,75.3,1,1,2.0,2,1,48.3,2.4,49.6,43.3,1,0.0,0,0,0.6583148043673049,0.6591515870661525,0.6976624490671242,0.6563886424134872,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.7792716749065477
4867,8.45,7.93,7.31,7.77,8.64,7.92,7.91,8.37,8.08,83.8,1,1,1.0,2,1,67.2,2.7,57.7,55.40852962724507,0,18.2,0,1,0.6583148043673049,0.6467799288818649,0.6976624490671242,0.651540003644979,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
4868,8.35,7.94,7.96,8.06,8.82,8.05,8.3,7.55,8.37,82.5,2,2,3.0,3,1,88.3,5.0,91.6,71.8,1,22.29,0,1,0.6583148043673049,0.6553480475382003,0.9081480429068692,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
4869,8.46,8.74,8.23,8.31,8.71,8.34,8.5,8.89,8.53,75.7,1,2,1.0,2,1,59.4,3.1,62.4,38.8,1,18.91,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6486231313926043,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.9910676817936576
4870,5.82,5.87,6.36,5.72,5.55,5.81,4.96,6.21,9.75,74.3,3,5,0.0,0,0,68.85926127341149,1.7,99.2,28.9,0,0.0,1,0,0.6583148043673049,0.6467799288818649,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.3022949379598111,0.2031315364847905
4871,7.05,6.49,6.63,6.96,7.12,6.11,6.73,6.8,6.68,68.7,1,3,2.0,3,0,60.8,2.9,59.4,58.5,1,8.27,0,1,0.6553077968490462,0.6605866403746611,0.3018718274111675,0.6563886424134872,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
4872,8.44,8.22,8.77,8.39,8.79,8.59,8.61,8.95,8.65,83.5,1,4,3.0,4,2,80.0,4.3,87.1,71.0,0,18.46,0,1,0.6553077968490462,0.6553480475382003,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
4873,6.47,6.17,6.46,6.34,6.45,6.07,6.36,6.67,6.36,85.7,1,2,1.8044691509931448,3,2,97.9,5.0,75.5,77.5,0,3.13,0,1,0.6583148043673049,0.6605866403746611,0.9081480429068692,0.6532128154644711,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.2031315364847905
4874,8.29,8.88,8.42,8.73,9.02,8.79,9.04,8.76,8.8,86.2,1,4,4.0,3,1,77.3,4.1,79.2,57.9,0,18.14,0,1,0.6553077968490462,0.6609427609427609,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
4875,8.85,8.19,7.87,8.02,8.35,7.83,8.55,8.94,8.34,87.0,2,2,4.0,3,3,68.85926127341149,3.5,80.7,61.1,1,22.06,0,1,0.6583148043673049,0.6506528701650652,0.9081480429068692,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
4876,8.59,8.14,8.1,8.1,8.3,8.02,8.26,8.49,8.31,86.8,1,3,2.0,2,0,68.7,2.7,59.1,43.3,1,18.25,0,1,0.6583148043673049,0.6609427609427609,0.3018718274111675,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.3022949379598111,0.9910676817936576
4877,8.05,7.15,7.96,7.37,8.08,7.59,7.83,7.1,7.63,83.3,1,2,2.0,0,1,63.1,3.6,65.2,59.6,1,8.49,0,1,0.6583148043673049,0.6467799288818649,0.6976624490671242,0.6563886424134872,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
4878,7.01,7.44,7.27,7.25,7.54,7.14,7.23,7.15,7.21,72.9,1,2,2.0,1,1,78.7,4.0,59.5,51.8,1,8.86,0,1,0.6583148043673049,0.6506528701650652,0.3018718274111675,0.6563886424134872,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.7792716749065477
4879,9.41,9.52,8.97,8.89,9.32,9.63,9.42,9.22,9.45,79.4,1,1,1.8044691509931448,2,1,65.0,3.154210956663942,51.9,55.40852962724507,0,18.69,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068692,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
4880,4.14,4.0,4.0,4.3,4.08,4.0,4.0,4.26,4.0,61.4,0,0,1.8044691509931448,0,0,46.4,2.2,29.2,36.3,0,0.0,0,0,0.6583148043673049,0.6467799288818649,0.3018718274111675,0.6486231313926043,0.6622787899921542,0.6592842673869007,0.3022949379598111,0.2031315364847905
4881,5.8,6.17,5.63,6.03,6.11,6.07,6.23,6.06,6.22,75.5,2,3,2.0,3,1,77.7,4.2,84.9,75.6,1,6.46,0,1,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.6716653512233622,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.2031315364847905
